"Freq [MHz]","((mag(V_out.v)*mag(I_out.i))/(mag(V_in.v)*mag(I_in.i)))*100 []"
6.2373,22.3468464158551
6.2374,22.3548729628449
6.2375,22.3629025763211
6.2376,22.3709352573617
6.2377,22.3789710070452
6.2378,22.3870098264501
6.2379,22.395051716655
6.238,22.403096678739
6.2381,22.4111447137808
6.2382,22.4191958228597
6.2383,22.4272500070551
6.2384,22.4353072674463
6.2385,22.4433676051129
6.2386,22.451431021135
6.2387,22.4594975165923
6.2388,22.4675670925649
6.2389,22.4756397501332
6.239,22.4837154903774
6.2391,22.4917943143784
6.2392,22.4998762232165
6.2393,22.5079612179728
6.2394,22.5160492997284
6.2395,22.5241404695643
6.2396,22.5322347285621
6.2397,22.5403320778029
6.2398,22.5484325183686
6.2399,22.5565360513411
6.24,22.5646426778021
6.2401,22.5727523988338
6.2402,22.5808652155185
6.2403,22.5889811289385
6.2404,22.5971001401764
6.2405,22.6052222503149
6.2406,22.6133474604368
6.2407,22.6214757716251
6.2408,22.629607184963
6.2409,22.6377417015339
6.241,22.645879322421
6.2411,22.654020048708
6.2412,22.6621638814787
6.2413,22.6703108218169
6.2414,22.6784608708067
6.2415,22.6866140295323
6.2416,22.694770299078
6.2417,22.7029296805282
6.2418,22.7110921749676
6.2419,22.7192577834809
6.242,22.7274265071532
6.2421,22.7355983470692
6.2422,22.7437733043144
6.2423,22.7519513799741
6.2424,22.7601325751336
6.2425,22.7683168908787
6.2426,22.7765043282952
6.2427,22.7846948884688
6.2428,22.7928885724858
6.2429,22.8010853814323
6.243,22.8092853163945
6.2431,22.8174883784591
6.2432,22.8256945687127
6.2433,22.8339038882419
6.2434,22.8421163381336
6.2435,22.850331919475
6.2436,22.8585506333533
6.2437,22.8667724808555
6.2438,22.8749974630694
6.2439,22.8832255810825
6.244,22.8914568359825
6.2441,22.8996912288572
6.2442,22.9079287607946
6.2443,22.916169432883
6.2444,22.9244132462106
6.2445,22.9326602018658
6.2446,22.9409103009371
6.2447,22.9491635445134
6.2448,22.9574199336832
6.2449,22.9656794695356
6.245,22.9739421531597
6.2451,22.9822079856448
6.2452,22.99047696808
6.2453,22.9987491015551
6.2454,23.0070243871595
6.2455,23.0153028259831
6.2456,23.0235844191156
6.2457,23.0318691676472
6.2458,23.040157072668
6.2459,23.0484481352682
6.246,23.0567423565382
6.2461,23.0650397375687
6.2462,23.0733402794501
6.2463,23.0816439832735
6.2464,23.0899508501296
6.2465,23.0982608811094
6.2466,23.1065740773044
6.2467,23.1148904398056
6.2468,23.1232099697044
6.2469,23.1315326680927
6.247,23.1398585360619
6.2471,23.148187574704
6.2472,23.1565197851107
6.2473,23.1648551683742
6.2474,23.1731937255868
6.2475,23.1815354578407
6.2476,23.1898803662282
6.2477,23.198228451842
6.2478,23.2065797157749
6.2479,23.2149341591195
6.248,23.2232917829688
6.2481,23.2316525884159
6.2482,23.240016576554
6.2483,23.2483837484763
6.2484,23.2567541052762
6.2485,23.2651276480473
6.2486,23.2735043778833
6.2487,23.2818842958778
6.2488,23.2902674031247
6.2489,23.2986537007184
6.249,23.3070431897526
6.2491,23.3154358713217
6.2492,23.3238317465201
6.2493,23.3322308164422
6.2494,23.3406330821827
6.2495,23.3490385448362
6.2496,23.3574472054977
6.2497,23.365859065262
6.2498,23.3742741252243
6.2499,23.3826923864796
6.25,23.3911138501233
6.2501,23.3995385172508
6.2502,23.4079663889577
6.2503,23.4163974663395
6.2504,23.424831750492
6.2505,23.433269242511
6.2506,23.4417099434926
6.2507,23.4501538545328
6.2508,23.4586009767279
6.2509,23.467051311174
6.251,23.4755048589677
6.2511,23.4839616212055
6.2512,23.492421598984
6.2513,23.5008847933998
6.2514,23.50935120555
6.2515,23.5178208365314
6.2516,23.5262936874413
6.2517,23.5347697593765
6.2518,23.5432490534346
6.2519,23.5517315707128
6.252,23.5602173123088
6.2521,23.5687062793199
6.2522,23.577198472844
6.2523,23.585693893979
6.2524,23.5941925438227
6.2525,23.602694423473
6.2526,23.6111995340283
6.2527,23.6197078765866
6.2528,23.6282194522463
6.2529,23.636734262106
6.253,23.6452523072639
6.2531,23.6537735888189
6.2532,23.6622981078696
6.2533,23.6708258655149
6.2534,23.6793568628537
6.2535,23.6878911009852
6.2536,23.6964285810083
6.2537,23.7049693040223
6.2538,23.7135132711266
6.2539,23.7220604834206
6.254,23.7306109420039
6.2541,23.7391646479759
6.2542,23.7477216024366
6.2543,23.7562818064857
6.2544,23.764845261223
6.2545,23.7734119677488
6.2546,23.7819819271629
6.2547,23.7905551405656
6.2548,23.7991316090574
6.2549,23.8077113337384
6.255,23.8162943157092
6.2551,23.8248805560704
6.2552,23.8334700559226
6.2553,23.8420628163666
6.2554,23.8506588385032
6.2555,23.8592581234335
6.2556,23.8678606722583
6.2557,23.8764664860788
6.2558,23.8850755659964
6.2559,23.8936879131121
6.256,23.9023035285275
6.2561,23.910922413344
6.2562,23.9195445686631
6.2563,23.9281699955866
6.2564,23.9367986952162
6.2565,23.9454306686536
6.2566,23.9540659170008
6.2567,23.9627044413598
6.2568,23.9713462428326
6.2569,23.9799913225216
6.257,23.9886396815288
6.2571,23.9972913209566
6.2572,24.0059462419075
6.2573,24.0146044454838
6.2574,24.0232659327884
6.2575,24.0319307049237
6.2576,24.0405987629925
6.2577,24.0492701080978
6.2578,24.0579447413422
6.2579,24.0666226638289
6.258,24.0753038766609
6.2581,24.0839883809414
6.2582,24.0926761777735
6.2583,24.1013672682606
6.2584,24.1100616535061
6.2585,24.1187593346135
6.2586,24.1274603126862
6.2587,24.1361645888277
6.2588,24.1448721641421
6.2589,24.1535830397328
6.259,24.1622972167037
6.2591,24.1710146961588
6.2592,24.1797354792021
6.2593,24.1884595669376
6.2594,24.1971869604692
6.2595,24.2059176609016
6.2596,24.2146516693386
6.2597,24.2233889868848
6.2598,24.2321296146446
6.2599,24.2408735537224
6.26,24.2496208052229
6.2601,24.2583713702506
6.2602,24.2671252499101
6.2603,24.2758824453065
6.2604,24.2846429575443
6.2605,24.2934067877286
6.2606,24.3021739369642
6.2607,24.3109444063563
6.2608,24.3197181970099
6.2609,24.3284953100302
6.261,24.3372757465224
6.2611,24.3460595075919
6.2612,24.3548465943439
6.2613,24.363637007884
6.2614,24.3724307493175
6.2615,24.3812278197501
6.2616,24.3900282202873
6.2617,24.3988319520348
6.2618,24.4076390160984
6.2619,24.4164494135839
6.262,24.425263145597
6.2621,24.4340802132438
6.2622,24.4429006176301
6.2623,24.4517243598622
6.2624,24.4605514410459
6.2625,24.4693818622875
6.2626,24.4782156246933
6.2627,24.4870527293693
6.2628,24.4958931774219
6.2629,24.5047369699577
6.263,24.5135841080829
6.2631,24.5224345929041
6.2632,24.5312884255277
6.2633,24.5401456070604
6.2634,24.5490061386089
6.2635,24.5578700212798
6.2636,24.5667372561799
6.2637,24.5756078444159
6.2638,24.5844817870949
6.2639,24.5933590853234
6.264,24.6022397402088
6.2641,24.6111237528578
6.2642,24.6200111243776
6.2643,24.6289018558753
6.2644,24.6377959484579
6.2645,24.6466934032328
6.2646,24.6555942213071
6.2647,24.6644984037882
6.2648,24.6734059517833
6.2649,24.6823168663998
6.265,24.6912311487453
6.2651,24.7001487999271
6.2652,24.7090698210527
6.2653,24.7179942132299
6.2654,24.726921977566
6.2655,24.7358531151688
6.2656,24.744787627146
6.2657,24.7537255146053
6.2658,24.7626667786544
6.2659,24.7716114204012
6.266,24.7805594409535
6.2661,24.7895108414192
6.2662,24.7984656229061
6.2663,24.8074237865225
6.2664,24.8163853333761
6.2665,24.8253502645751
6.2666,24.8343185812274
6.2667,24.8432902844411
6.2668,24.8522653753247
6.2669,24.861243854986
6.267,24.8702257245334
6.2671,24.8792109850751
6.2672,24.8881996377194
6.2673,24.8971916835745
6.2674,24.9061871237489
6.2675,24.915185959351
6.2676,24.9241881914891
6.2677,24.9331938212717
6.2678,24.9422028498071
6.2679,24.951215278204
6.268,24.960231107571
6.2681,24.9692503390164
6.2682,24.9782729736489
6.2683,24.9872990125772
6.2684,24.9963284569098
6.2685,25.0053613077555
6.2686,25.0143975662228
6.2687,25.0234372334208
6.2688,25.0324803104577
6.2689,25.0415267984426
6.269,25.0505766984842
6.2691,25.0596300116915
6.2692,25.068686739173
6.2693,25.0777468820377
6.2694,25.0868104413946
6.2695,25.0958774183524
6.2696,25.1049478140202
6.2697,25.1140216295067
6.2698,25.1230988659211
6.2699,25.1321795243722
6.27,25.1412636059691
6.2701,25.1503511118207
6.2702,25.1594420430361
6.2703,25.1685364007245
6.2704,25.1776341859946
6.2705,25.1867353999556
6.2706,25.1958400437168
6.2707,25.204948118387
6.2708,25.2140596250755
6.2709,25.2231745648913
6.271,25.2322929389437
6.2711,25.2414147483417
6.2712,25.2505399941945
6.2713,25.2596686776113
6.2714,25.2688007997013
6.2715,25.2779363615735
6.2716,25.2870753643374
6.2717,25.2962178091019
6.2718,25.3053636969765
6.2719,25.3145130290702
6.272,25.3236658064923
6.2721,25.3328220303521
6.2722,25.3419817017587
6.2723,25.3511448218214
6.2724,25.3603113916495
6.2725,25.3694814123522
6.2726,25.3786548850386
6.2727,25.3878318108183
6.2728,25.3970121908003
6.2729,25.4061960260939
6.273,25.4153833178083
6.2731,25.4245740670529
6.2732,25.4337682749368
6.2733,25.4429659425694
6.2734,25.4521670710598
6.2735,25.4613716615175
6.2736,25.4705797150514
6.2737,25.479791232771
6.2738,25.4890062157855
6.2739,25.4982246652039
6.274,25.5074465821357
6.2741,25.5166719676902
6.2742,25.5259008229762
6.2743,25.5351331491033
6.2744,25.5443689471805
6.2745,25.5536082183171
6.2746,25.5628509636221
6.2747,25.5720971842048
6.2748,25.5813468811746
6.2749,25.5906000556402
6.275,25.599856708711
6.2751,25.609116841496
6.2752,25.6183804551045
6.2753,25.6276475506453
6.2754,25.6369181292278
6.2755,25.6461921919609
6.2756,25.6554697399538
6.2757,25.6647507743152
6.2758,25.6740352961545
6.2759,25.6833233065806
6.276,25.6926148067024
6.2761,25.7019097976289
6.2762,25.711208280469
6.2763,25.7205102563319
6.2764,25.7298157263262
6.2765,25.7391246915609
6.2766,25.7484371531448
6.2767,25.7577531121869
6.2768,25.7670725697959
6.2769,25.7763955270807
6.277,25.7857219851499
6.2771,25.7950519451125
6.2772,25.804385408077
6.2773,25.8137223751523
6.2774,25.8230628474467
6.2775,25.8324068260695
6.2776,25.8417543121287
6.2777,25.8511053067331
6.2778,25.8604598109913
6.2779,25.869817826012
6.278,25.8791793529034
6.2781,25.888544392774
6.2782,25.8979129467325
6.2783,25.9072850158869
6.2784,25.916660601346
6.2785,25.9260397042179
6.2786,25.935422325611
6.2787,25.9448084666335
6.2788,25.9541981283935
6.2789,25.9635913119995
6.279,25.9729880185596
6.2791,25.9823882491817
6.2792,25.9917920049741
6.2793,26.0011992870448
6.2794,26.0106100965017
6.2795,26.020024434453
6.2796,26.0294423020064
6.2797,26.0388637002699
6.2798,26.0482886303514
6.2799,26.0577170933585
6.28,26.0671490903991
6.2801,26.0765846225809
6.2802,26.0860236910117
6.2803,26.0954662967988
6.2804,26.1049124410501
6.2805,26.114362124873
6.2806,26.123815349375
6.2807,26.1332721156634
6.2808,26.1427324248458
6.2809,26.1521962780296
6.281,26.1616636763217
6.2811,26.1711346208298
6.2812,26.1806091126607
6.2813,26.1900871529218
6.2814,26.1995687427201
6.2815,26.2090538831626
6.2816,26.2185425753563
6.2817,26.2280348204082
6.2818,26.237530619425
6.2819,26.2470299735136
6.282,26.2565328837807
6.2821,26.2660393513332
6.2822,26.2755493772775
6.2823,26.2850629627203
6.2824,26.2945801087681
6.2825,26.3041008165273
6.2826,26.3136250871043
6.2827,26.3231529216055
6.2828,26.3326843211372
6.2829,26.3422192868056
6.283,26.3517578197167
6.2831,26.3612999209769
6.2832,26.370845591692
6.2833,26.3803948329679
6.2834,26.3899476459105
6.2835,26.3995040316258
6.2836,26.4090639912195
6.2837,26.4186275257971
6.2838,26.4281946364644
6.2839,26.4377653243269
6.284,26.4473395904901
6.2841,26.4569174360594
6.2842,26.46649886214
6.2843,26.4760838698375
6.2844,26.4856724602567
6.2845,26.4952646345029
6.2846,26.5048603936811
6.2847,26.5144597388964
6.2848,26.5240626712534
6.2849,26.5336691918572
6.285,26.5432793018124
6.2851,26.5528930022237
6.2852,26.5625102941956
6.2853,26.5721311788327
6.2854,26.5817556572393
6.2855,26.5913837305199
6.2856,26.6010153997785
6.2857,26.6106506661196
6.2858,26.620289530647
6.2859,26.6299319944649
6.286,26.6395780586772
6.2861,26.6492277243876
6.2862,26.6588809926999
6.2863,26.6685378647179
6.2864,26.678198341545
6.2865,26.6878624242848
6.2866,26.6975301140406
6.2867,26.7072014119158
6.2868,26.7168763190136
6.2869,26.7265548364371
6.287,26.7362369652894
6.2871,26.7459227066734
6.2872,26.7556120616918
6.2873,26.7653050314476
6.2874,26.7750016170433
6.2875,26.7847018195816
6.2876,26.7944056401649
6.2877,26.8041130798954
6.2878,26.8138241398758
6.2879,26.8235388212078
6.288,26.8332571249938
6.2881,26.8429790523357
6.2882,26.8527046043354
6.2883,26.8624337820945
6.2884,26.8721665867148
6.2885,26.881903019298
6.2886,26.8916430809454
6.2887,26.9013867727583
6.2888,26.9111340958382
6.2889,26.920885051286
6.289,26.930639640203
6.2891,26.9403978636898
6.2892,26.9501597228476
6.2893,26.9599252187769
6.2894,26.9696943525783
6.2895,26.9794671253524
6.2896,26.9892435381996
6.2897,26.9990235922201
6.2898,27.0088072885141
6.2899,27.0185946281817
6.29,27.0283856123226
6.2901,27.038180242037
6.2902,27.0479785184244
6.2903,27.0577804425845
6.2904,27.0675860156165
6.2905,27.07739523862
6.2906,27.0872081126942
6.2907,27.0970246389382
6.2908,27.1068448184511
6.2909,27.1166686523315
6.291,27.1264961416785
6.2911,27.1363272875904
6.2912,27.146162091166
6.2913,27.1560005535035
6.2914,27.1658426757012
6.2915,27.1756884588573
6.2916,27.1855379040698
6.2917,27.1953910124365
6.2918,27.2052477850552
6.2919,27.2151082230235
6.292,27.224972327439
6.2921,27.234840099399
6.2922,27.2447115400005
6.2923,27.254586650341
6.2924,27.2644654315173
6.2925,27.2743478846262
6.2926,27.2842340107644
6.2927,27.2941238110285
6.2928,27.3040172865149
6.2929,27.3139144383199
6.293,27.3238152675398
6.2931,27.3337197752704
6.2932,27.3436279626076
6.2933,27.3535398306473
6.2934,27.3634553804851
6.2935,27.3733746132162
6.2936,27.3832975299362
6.2937,27.3932241317402
6.2938,27.4031544197229
6.2939,27.4130883949798
6.294,27.4230260586052
6.2941,27.4329674116938
6.2942,27.44291245534
6.2943,27.4528611906381
6.2944,27.4628136186825
6.2945,27.4727697405667
6.2946,27.4827295573851
6.2947,27.492693070231
6.2948,27.5026602801981
6.2949,27.5126311883798
6.295,27.5226057958694
6.2951,27.5325841037598
6.2952,27.5425661131441
6.2953,27.552551825115
6.2954,27.5625412407651
6.2955,27.572534361187
6.2956,27.5825311874727
6.2957,27.5925317207146
6.2958,27.6025359620048
6.2959,27.6125439124347
6.296,27.6225555730963
6.2961,27.6325709450811
6.2962,27.6425900294802
6.2963,27.6526128273849
6.2964,27.6626393398863
6.2965,27.6726695680751
6.2966,27.6827035130421
6.2967,27.6927411758776
6.2968,27.7027825576721
6.2969,27.7128276595158
6.297,27.7228764824986
6.2971,27.7329290277103
6.2972,27.7429852962407
6.2973,27.7530452891792
6.2974,27.763109007615
6.2975,27.7731764526374
6.2976,27.7832476253353
6.2977,27.7933225267975
6.2978,27.8034011581126
6.2979,27.813483520369
6.298,27.823569614655
6.2981,27.8336594420585
6.2982,27.8437530036677
6.2983,27.8538503005701
6.2984,27.8639513338532
6.2985,27.8740561046045
6.2986,27.8841646139111
6.2987,27.8942768628598
6.2988,27.9043928525377
6.2989,27.9145125840313
6.299,27.9246360584269
6.2991,27.9347632768107
6.2992,27.9448942402691
6.2993,27.9550289498876
6.2994,27.9651674067517
6.2995,27.9753096119475
6.2996,27.9854555665598
6.2997,27.9956052716738
6.2998,28.0057587283744
6.2999,28.0159159377462
6.3,28.026076900874
6.3001,28.0362416188417
6.3002,28.0464100927337
6.3003,28.0565823236339
6.3004,28.0667583126258
6.3005,28.0769380607931
6.3006,28.087121569219
6.3007,28.0973088389867
6.3008,28.107499871179
6.3009,28.1176946668787
6.301,28.1278932271682
6.3011,28.13809555313
6.3012,28.1483016458458
6.3013,28.1585115063979
6.3014,28.1687251358676
6.3015,28.1789425353368
6.3016,28.1891637058863
6.3017,28.1993886485973
6.3018,28.2096173645507
6.3019,28.2198498548271
6.302,28.230086120507
6.3021,28.2403261626703
6.3022,28.2505699823972
6.3023,28.2608175807673
6.3024,28.2710689588603
6.3025,28.2813241177554
6.3026,28.2915830585319
6.3027,28.3018457822684
6.3028,28.3121122900438
6.3029,28.3223825829363
6.303,28.3326566620244
6.3031,28.3429345283861
6.3032,28.3532161830988
6.3033,28.3635016272404
6.3034,28.373790861888
6.3035,28.3840838881187
6.3036,28.3943807070097
6.3037,28.4046813196372
6.3038,28.414985727078
6.3039,28.4252939304079
6.304,28.4356059307031
6.3041,28.4459217290392
6.3042,28.4562413264918
6.3043,28.4665647241359
6.3044,28.4768919230467
6.3045,28.4872229242991
6.3046,28.4975577289673
6.3047,28.5078963381258
6.3048,28.5182387528486
6.3049,28.5285849742096
6.305,28.5389350032822
6.3051,28.5492888411401
6.3052,28.5596464888559
6.3053,28.5700079475029
6.3054,28.5803732181533
6.3055,28.5907423018798
6.3056,28.6011151997544
6.3057,28.6114919128489
6.3058,28.6218724422349
6.3059,28.6322567889839
6.306,28.6426449541669
6.3061,28.6530369388549
6.3062,28.6634327441182
6.3063,28.6738323710276
6.3064,28.6842358206529
6.3065,28.6946430940641
6.3066,28.7050541923307
6.3067,28.7154691165221
6.3068,28.7258878677073
6.3069,28.7363104469552
6.307,28.7467368553343
6.3071,28.757167093913
6.3072,28.7676011637593
6.3073,28.7780390659409
6.3074,28.7884808015254
6.3075,28.7989263715799
6.3076,28.8093757771718
6.3077,28.8198290193673
6.3078,28.8302860992331
6.3079,28.8407470178354
6.308,28.8512117762401
6.3081,28.8616803755126
6.3082,28.8721528167186
6.3083,28.8826291009232
6.3084,28.8931092291909
6.3085,28.9035932025865
6.3086,28.9140810221742
6.3087,28.9245726890181
6.3088,28.9350682041818
6.3089,28.9455675687287
6.309,28.9560707837221
6.3091,28.9665778502247
6.3092,28.9770887692994
6.3093,28.9876035420084
6.3094,28.9981221694135
6.3095,29.0086446525768
6.3096,29.0191709925594
6.3097,29.0297011904228
6.3098,29.0402352472278
6.3099,29.050773164035
6.31,29.0613149419046
6.3101,29.0718605818968
6.3102,29.0824100850712
6.3103,29.0929634524874
6.3104,29.1035206852042
6.3105,29.1140817842809
6.3106,29.124646750776
6.3107,29.1352155857474
6.3108,29.1457882902534
6.3109,29.1563648653515
6.311,29.1669453120993
6.3111,29.1775296315536
6.3112,29.1881178247713
6.3113,29.1987098928087
6.3114,29.2093058367223
6.3115,29.2199056575677
6.3116,29.2305093564004
6.3117,29.241116934276
6.3118,29.2517283922491
6.3119,29.2623437313745
6.312,29.2729629527063
6.3121,29.2835860572988
6.3122,29.2942130462055
6.3123,29.3048439204799
6.3124,29.3154786811751
6.3125,29.3261173293437
6.3126,29.3367598660383
6.3127,29.3474062923109
6.3128,29.3580566092135
6.3129,29.3687108177974
6.313,29.3793689191138
6.3131,29.3900309142137
6.3132,29.4006968041474
6.3133,29.4113665899654
6.3134,29.4220402727173
6.3135,29.4327178534529
6.3136,29.4433993332211
6.3137,29.4540847130713
6.3138,29.4647739940516
6.3139,29.4754671772105
6.314,29.4861642635959
6.3141,29.4968652542553
6.3142,29.5075701502359
6.3143,29.5182789525848
6.3144,29.5289916623486
6.3145,29.5397082805735
6.3146,29.5504288083053
6.3147,29.5611532465896
6.3148,29.5718815964718
6.3149,29.5826138589967
6.315,29.5933500352088
6.3151,29.6040901261524
6.3152,29.6148341328714
6.3153,29.6255820564093
6.3154,29.6363338978092
6.3155,29.647089658114
6.3156,29.6578493383665
6.3157,29.6686129396083
6.3158,29.6793804628814
6.3159,29.6901519092275
6.316,29.7009272796874
6.3161,29.7117065753018
6.3162,29.7224897971115
6.3163,29.7332769461561
6.3164,29.7440680234755
6.3165,29.7548630301088
6.3166,29.7656619670952
6.3167,29.7764648354734
6.3168,29.7872716362814
6.3169,29.7980823705571
6.317,29.8088970393381
6.3171,29.8197156436616
6.3172,29.8305381845644
6.3173,29.8413646630826
6.3174,29.8521950802527
6.3175,29.8630294371102
6.3176,29.8738677346905
6.3177,29.8847099740284
6.3178,29.8955561561587
6.3179,29.9064062821154
6.318,29.9172603529325
6.3181,29.9281183696434
6.3182,29.9389803332814
6.3183,29.9498462448787
6.3184,29.9607161054681
6.3185,29.9715899160813
6.3186,29.9824676777502
6.3187,29.9933493915056
6.3188,30.0042350583785
6.3189,30.0151246793993
6.319,30.0260182555982
6.3191,30.0369157880047
6.3192,30.0478172776481
6.3193,30.0587227255573
6.3194,30.0696321327607
6.3195,30.0805455002867
6.3196,30.0914628291627
6.3197,30.1023841204161
6.3198,30.1133093750741
6.3199,30.1242385941629
6.32,30.1351717787086
6.3201,30.1461089297374
6.3202,30.1570500482743
6.3203,30.1679951353442
6.3204,30.1789441919717
6.3205,30.1898972191812
6.3206,30.2008542179962
6.3207,30.2118151894401
6.3208,30.2227801345358
6.3209,30.2337490543058
6.321,30.2447219497723
6.3211,30.2556988219571
6.3212,30.2666796718814
6.3213,30.2776645005662
6.3214,30.2886533090317
6.3215,30.2996460982983
6.3216,30.3106428693855
6.3217,30.3216436233127
6.3218,30.3326483610985
6.3219,30.3436570837614
6.322,30.3546697923195
6.3221,30.3656864877902
6.3222,30.3767071711907
6.3223,30.3877318435378
6.3224,30.3987605058478
6.3225,30.4097931591365
6.3226,30.4208298044195
6.3227,30.4318704427115
6.3228,30.4429150750277
6.3229,30.4539637023818
6.323,30.4650163257875
6.3231,30.4760729462585
6.3232,30.4871335648073
6.3233,30.4981981824466
6.3234,30.5092668001883
6.3235,30.5203394190439
6.3236,30.5314160400248
6.3237,30.5424966641414
6.3238,30.5535812924042
6.3239,30.5646699258228
6.324,30.5757625654069
6.3241,30.5868592121649
6.3242,30.5979598671057
6.3243,30.6090645312375
6.3244,30.6201732055675
6.3245,30.6312858911029
6.3246,30.6424025888505
6.3247,30.6535232998167
6.3248,30.6646480250072
6.3249,30.6757767654271
6.325,30.6869095220816
6.3251,30.6980462959751
6.3252,30.7091870881114
6.3253,30.7203318994942
6.3254,30.7314807311265
6.3255,30.742633584011
6.3256,30.7537904591496
6.3257,30.7649513575441
6.3258,30.7761162801959
6.3259,30.7872852281055
6.326,30.7984582022733
6.3261,30.8096352036991
6.3262,30.8208162333824
6.3263,30.8320012923218
6.3264,30.8431903815159
6.3265,30.8543835019626
6.3266,30.8655806546593
6.3267,30.876781840603
6.3268,30.8879870607903
6.3269,30.8991963162172
6.327,30.9104096078794
6.3271,30.9216269367716
6.3272,30.9328483038888
6.3273,30.9440737102249
6.3274,30.9553031567737
6.3275,30.966536644528
6.3276,30.9777741744808
6.3277,30.9890157476241
6.3278,31.0002613649498
6.3279,31.0115110274489
6.328,31.022764736112
6.3281,31.0340224919298
6.3282,31.0452842958915
6.3283,31.0565501489866
6.3284,31.0678200522038
6.3285,31.0790940065313
6.3286,31.0903720129568
6.3287,31.1016540724675
6.3288,31.1129401860503
6.3289,31.1242303546914
6.329,31.1355245793764
6.3291,31.1468228610906
6.3292,31.1581252008188
6.3293,31.1694315995452
6.3294,31.1807420582533
6.3295,31.1920565779265
6.3296,31.2033751595474
6.3297,31.2146978040983
6.3298,31.2260245125608
6.3299,31.2373552859158
6.33,31.2486901251444
6.3301,31.2600290312263
6.3302,31.2713720051413
6.3303,31.2827190478683
6.3304,31.2940701603861
6.3305,31.3054253436726
6.3306,31.3167845987053
6.3307,31.3281479264613
6.3308,31.3395153279168
6.3309,31.3508868040479
6.331,31.36226235583
6.3311,31.3736419842379
6.3312,31.385025690246
6.3313,31.3964134748282
6.3314,31.4078053389575
6.3315,31.4192012836068
6.3316,31.4306013097485
6.3317,31.4420054183539
6.3318,31.4534136103942
6.3319,31.4648258868402
6.332,31.4762422486618
6.3321,31.4876626968284
6.3322,31.499087232309
6.3323,31.5105158560722
6.3324,31.5219485690857
6.3325,31.5333853723167
6.3326,31.544826266732
6.3327,31.556271253298
6.3328,31.5677203329804
6.3329,31.579173506744
6.333,31.5906307755535
6.3331,31.6020921403729
6.3332,31.6135576021655
6.3333,31.6250271618945
6.3334,31.6365008205219
6.3335,31.6479785790096
6.3336,31.6594604383189
6.3337,31.67094639941
6.3338,31.6824364632435
6.3339,31.6939306307784
6.334,31.705428902974
6.3341,31.7169312807885
6.3342,31.7284377651797
6.3343,31.7399483571049
6.3344,31.7514630575206
6.3345,31.7629818673828
6.3346,31.7745047876473
6.3347,31.7860318192686
6.3348,31.7975629632014
6.3349,31.8090982203992
6.335,31.8206375918153
6.3351,31.8321810784023
6.3352,31.843728681112
6.3353,31.855280400896
6.3354,31.8668362387051
6.3355,31.8783961954897
6.3356,31.889960272199
6.3357,31.9015284697824
6.3358,31.9131007891883
6.3359,31.9246772313646
6.336,31.9362577972585
6.3361,31.9478424878168
6.3362,31.9594313039854
6.3363,31.9710242467098
6.3364,31.9826213169351
6.3365,31.9942225156054
6.3366,32.0058278436644
6.3367,32.017437302055
6.3368,32.02905089172
6.3369,32.0406686136011
6.337,32.0522904686395
6.3371,32.0639164577758
6.3372,32.0755465819501
6.3373,32.0871808421018
6.3374,32.0988192391696
6.3375,32.1104617740919
6.3376,32.122108447806
6.3377,32.1337592612491
6.3378,32.1454142153572
6.3379,32.1570733110662
6.338,32.1687365493114
6.3381,32.1804039310268
6.3382,32.1920754571464
6.3383,32.2037511286035
6.3384,32.2154309463305
6.3385,32.2271149112595
6.3386,32.2388030243217
6.3387,32.2504952864478
6.3388,32.262191698568
6.3389,32.2738922616113
6.339,32.2855969765067
6.3391,32.2973058441826
6.3392,32.3090188655662
6.3393,32.3207360415843
6.3394,32.332457373163
6.3395,32.3441828612283
6.3396,32.3559125067047
6.3397,32.3676463105168
6.3398,32.3793842735876
6.3399,32.3911263968409
6.34,32.4028726811984
6.3401,32.4146231275819
6.3402,32.4263777369126
6.3403,32.4381365101108
6.3404,32.449899448096
6.3405,32.4616665517873
6.3406,32.4734378221031
6.3407,32.4852132599615
6.3408,32.4969928662787
6.3409,32.5087766419717
6.341,32.5205645879561
6.3411,32.5323567051472
6.3412,32.5441529944587
6.3413,32.5559534568049
6.3414,32.5677580930987
6.3415,32.5795669042524
6.3416,32.5913798911778
6.3417,32.6031970547858
6.3418,32.6150183959869
6.3419,32.6268439156904
6.342,32.6386736148056
6.3421,32.6505074942407
6.3422,32.6623455549034
6.3423,32.6741877977005
6.3424,32.6860342235382
6.3425,32.6978848333224
6.3426,32.7097396279576
6.3427,32.721598608348
6.3428,32.7334617753971
6.3429,32.7453291300079
6.343,32.7572006730822
6.3431,32.7690764055217
6.3432,32.7809563282267
6.3433,32.7928404420977
6.3434,32.8047287480336
6.3435,32.816621246933
6.3436,32.8285179396939
6.3437,32.8404188272137
6.3438,32.8523239103884
6.3439,32.864233190114
6.344,32.8761466672858
6.3441,32.8880643427978
6.3442,32.8999862175437
6.3443,32.9119122924164
6.3444,32.9238425683082
6.3445,32.9357770461107
6.3446,32.9477157267142
6.3447,32.9596586110092
6.3448,32.9716056998848
6.3449,32.9835569942298
6.345,32.9955124949316
6.3451,33.0074722028779
6.3452,33.0194361189548
6.3453,33.0314042440481
6.3454,33.0433765790426
6.3455,33.0553531248227
6.3456,33.0673338822718
6.3457,33.0793188522725
6.3458,33.0913080357072
6.3459,33.1033014334567
6.346,33.1152990464019
